managerID,yearID,teamID,lgID,inseason,G,W,L,rank,plyrMgr
yostn e 0 1 m,2004,MIL,NL,1,161,67,94,6,N
gardero01m,2004,MIN,AL,1,162,92,70,1,N
r o b in fr 02m,2004,MON,NL,1,162,67,95,5,N
to r r e j o 01 m ,2004,NYA,AL,1,162,101,61,1,N
h o w ea r 01m ,2004,NYN,NL,1,162,71,91,4,N
m ac hak e0 1m ,2004,OAK,AL,1,162,91,71,2,N
bowala01m,2004,PHI,NL,1,160,85,75,2,N
va rs h ga 01m,2004,PHI,NL,2,2,1,1,2,N
mcclell01m,2004,PIT,NL,1,161,72,89,5,N
bochybr01m,2004,SDN,NL,1,162,87,75,3,N
melvibo01m,2004,SEA,AL,1,162,63,99,4,N
a lou f e 01m,2004,SFN,NL,1,162,91,71,2,N
larusto01m,2004,SLN,NL,1,162,105,57,1,N
pinielo01m,2004,TBA,AL,1,161,70,91,4,N
sho w a b u9 9 m,2004,TEX,AL,1,162,89,73,3,N
tosc aca 9 9m ,2004,TOR,AL,1,111,47,64,5,N
gibbojo02m,2004,TOR,AL,2,50,20,30,5,N
me lvibo01m,2005,ARI,NL,1,162,77,85,2,N
c ox b o0 1 m ,2005,ATL,NL,1,162,90,72,1,N
mazzile01m,2005,BAL,AL,1,107,51,56,4,N
perlosa01m,2005,BAL,AL,2,55,23,32,4,N
fra nc te 0 1m ,2005,BOS,AL,1,162,95,67,2,N
gui ll oz01m,2005,CHA,AL,1,162,99,63,1,N
bakerdu01m,2005,CHN,NL,1,162,79,83,4,N
mileyda99m,2005,CIN,NL,1,70,27,43,6,N
narroje01m,2005,CIN,NL,2,93,46,46,5,N
w ed geer 0 1m,2005,CLE,AL,1,162,93,69,2,N
hurdlcl01m,2005,COL,NL,1,162,67,95,5,N
tra mmal01 m,2005,DET,AL,1,162,71,91,4,N
mckeoja99m,2005,FLO,NL,1,162,83,79,3,N
ga r ne ph 01 m ,2005,HOU,NL,1,163,89,73,2,N
penato01m,2005,KCA,AL,1,33,8,25,5,N
sc h a ebo99m,2005,KCA,AL,2,17,5,12,5,N
b el l bu 01 m ,2005,KCA,AL,3,112,43,69,5,N
scios mi0 1 m ,2005,LAA,AL,1,162,95,67,1,N
tracyji01m,2005,LAN,NL,1,162,71,91,4,N
yostne01m,2005,MIL,NL,1,162,81,81,3,N
gardero01m,2005,MIN,AL,1,162,83,79,3,N
torrejo01m,2005,NYA,AL,1,162,95,67,1,N
r a ndo w i0 1 m ,2005,NYN,NL,1,162,83,79,3,N
machake01m,2005,OAK,AL,1,162,88,74,2,N
ma nu ec h 01 m,2005,PHI,NL,1,162,88,74,2,N
mcclell01m,2005,PIT,NL,1,136,55,81,6,N
mackape01m,2005,PIT,NL,2,26,12,14,6,N
b o ch y br01m,2005,SDN,NL,1,162,82,80,1,N
hargrmi01m,2005,SEA,AL,1,162,69,93,4,N
aloufe01m,2005,SFN,NL,1,162,75,87,3,N
l a rus t o0 1m,2005,SLN,NL,1,162,100,62,1,N
pinielo01m,2005,TBA,AL,1,162,67,95,5,N
sho w a b u99 m ,2005,TEX,AL,1,162,79,83,3,N
gibbojo02m,2005,TOR,AL,1,162,80,82,3,N
r o b infr02m,2005,WAS,NL,1,162,81,81,5,N
mel v ib o01 m,2006,ARI,NL,1,162,76,86,4,N
cox bo01 m,2006,ATL,NL,1,162,79,83,3,N
perlosa01m,2006,BAL,AL,1,162,70,92,4,N
f r an cte 01m ,2006,BOS,AL,1,162,86,76,3,N
g uilloz01m ,2006,CHA,AL,1,162,90,72,3,N
ba ke rdu 0 1m ,2006,CHN,NL,1,162,66,96,6,N
n a r ro j e 0 1 m,2006,CIN,NL,1,162,80,82,3,N
wedgeer01m,2006,CLE,AL,1,162,78,84,4,N
hurdl cl 01m ,2006,COL,NL,1,162,76,86,4,N
leylaji99m,2006,DET,AL,1,162,95,67,2,N
girarjo01m,2006,FLO,NL,1,162,78,84,4,N
garneph01m,2006,HOU,NL,1,162,82,80,2,N
be l l bu0 1 m,2006,KCA,AL,1,162,62,100,5,N
sci o smi01 m ,2006,LAA,AL,1,162,89,73,2,N
littlgr99m,2006,LAN,NL,1,162,88,74,2,N
yostne01m,2006,MIL,NL,1,162,75,87,4,N
gardero01m,2006,MIN,AL,1,162,96,66,1,N
to rr ej o01m ,2006,NYA,AL,1,162,97,65,1,N
randowi01m,2006,NYN,NL,1,162,97,65,1,N
machak e01m ,2006,OAK,AL,1,162,93,69,1,N
m a nu ec h01m ,2006,PHI,NL,1,162,85,77,2,N
tracyji01m,2006,PIT,NL,1,162,67,95,5,N
bochybr01m,2006,SDN,NL,1,162,88,74,1,N
hargrmi 01 m,2006,SEA,AL,1,162,78,84,4,N
a l ouf e 0 1 m ,2006,SFN,NL,1,161,76,85,3,N
larusto01m,2006,SLN,NL,1,161,83,78,1,N
maddojo99m,2006,TBA,AL,1,162,61,101,5,N
showabu99m,2006,TEX,AL,1,162,80,82,3,N
g ibb o j o02m ,2006,TOR,AL,1,162,87,75,2,N
robinfr02m,2006,WAS,NL,1,162,71,91,5,N
mel vi b o0 1 m,2007,ARI,NL,1,162,90,72,1,N
coxbo01m,2007,ATL,NL,1,162,84,78,3,N
perlosa01m,2007,BAL,AL,1,69,29,40,5,N
trembda99m,2007,BAL,AL,2,93,40,53,4,N
francte01m,2007,BOS,AL,1,162,96,66,1,N
g uill oz 01m,2007,CHA,AL,1,162,72,90,4,N
pinielo01m,2007,CHN,NL,1,162,85,77,1,N
narroje01m,2007,CIN,NL,1,82,31,51,6,N
ma c kape 01m,2007,CIN,NL,2,80,41,39,5,N
wedgeer01m,2007,CLE,AL,1,162,96,66,1,N
hurdlcl01m,2007,COL,NL,1,163,90,73,2,N
leyl aj i9 9 m ,2007,DET,AL,1,162,88,74,2,N
gonzafr99m,2007,FLO,NL,1,162,71,91,5,N
g ar neph01m ,2007,HOU,NL,1,131,58,73,6,N
coopece01m,2007,HOU,NL,2,31,15,16,4,N
bellbu01m,2007,KCA,AL,1,162,69,93,5,N
sc io s mi 01 m,2007,LAA,AL,1,162,94,68,1,N
littlgr99m,2007,LAN,NL,1,162,82,80,4,N
yostne01m,2007,MIL,NL,1,162,83,79,2,N
ga rde ro 0 1m,2007,MIN,AL,1,162,79,83,3,N
tor r ej o01m,2007,NYA,AL,1,162,94,68,2,N
randowi01m,2007,NYN,NL,1,162,88,74,2,N
geren b o 01m ,2007,OAK,AL,1,162,76,86,3,N
manuech01m,2007,PHI,NL,1,162,89,73,1,N
t ra cyji 0 1m ,2007,PIT,NL,1,162,68,94,6,N
blackbu02m,2007,SDN,NL,1,163,89,74,3,N
h argrmi 0 1m ,2007,SEA,AL,1,78,45,33,2,N
mclarjo99m,2007,SEA,AL,2,84,43,41,2,N
boc hybr 01 m ,2007,SFN,NL,1,162,71,91,5,N
larusto01m,2007,SLN,NL,1,162,78,84,3,N
ma dd ojo9 9 m,2007,TBA,AL,1,162,66,96,5,N
w ash ir o01 m ,2007,TEX,AL,1,162,75,87,4,N
gibbojo02m,2007,TOR,AL,1,162,83,79,3,N
ac tam a 9 9m,2007,WAS,NL,1,162,73,89,4,N
m elvi b o01 m ,2008,ARI,NL,1,162,82,80,2,N
c oxbo 01m ,2008,ATL,NL,1,162,72,90,4,N
trembda99m,2008,BAL,AL,1,161,68,93,5,N
f r a ncte0 1m,2008,BOS,AL,1,162,95,67,2,N
gui llo z01m,2008,CHA,AL,1,163,89,74,1,N
pin iel o01 m ,2008,CHN,NL,1,161,97,64,1,N
bakerdu01m,2008,CIN,NL,1,162,74,88,5,N
wedgeer01m,2008,CLE,AL,1,162,81,81,3,N
hurdlcl01m,2008,COL,NL,1,162,74,88,3,N
leylaji99m,2008,DET,AL,1,162,74,88,5,N
gonzaf r99m,2008,FLO,NL,1,161,84,77,3,N
co opec e 0 1m,2008,HOU,NL,1,161,86,75,3,N
hillmtr99m,2008,KCA,AL,1,162,75,87,4,N
sciosmi01m,2008,LAA,AL,1,162,100,62,1,N
t o rr e j o01 m ,2008,LAN,NL,1,162,84,78,1,N
yostne01m,2008,MIL,NL,1,150,83,67,2,N
sveumda01m,2008,MIL,NL,2,12,7,5,2,N
g ar d e r o0 1m ,2008,MIN,AL,1,163,88,75,2,N
girarjo01m,2008,NYA,AL,1,162,89,73,3,N
ran dow i 01m,2008,NYN,NL,1,69,34,35,3,N
ma nueje01m,2008,NYN,NL,2,93,55,38,2,N
gere n bo 01m ,2008,OAK,AL,1,161,75,86,3,N
manuech01m,2008,PHI,NL,1,162,92,70,1,N
russejo02m,2008,PIT,NL,1,162,67,95,6,N
blackbu02m,2008,SDN,NL,1,162,63,99,5,N
mclarjo99m,2008,SEA,AL,1,72,25,47,4,N
riggl ji99m,2008,SEA,AL,2,90,36,54,4,N
bo c hyb r 01m ,2008,SFN,NL,1,162,72,90,4,N
laru s t o 0 1m ,2008,SLN,NL,1,162,86,76,4,N
m a d do jo9 9 m ,2008,TBA,AL,1,162,97,65,1,N
washiro01m,2008,TEX,AL,1,162,79,83,2,N
gib bojo 02m ,2008,TOR,AL,1,74,35,39,5,N
gastoci01m,2008,TOR,AL,2,88,51,37,4,N
ac t am a9 9m,2008,WAS,NL,1,161,59,102,5,N
m elv ib o0 1m ,2009,ARI,NL,1,29,12,17,4,N
hinchaj01m,2009,ARI,NL,2,133,58,75,5,N
c o xb o0 1m,2009,ATL,NL,1,162,86,76,3,N
trembda99m,2009,BAL,AL,1,162,64,98,5,N
franc t e 01 m ,2009,BOS,AL,1,162,95,67,2,N
g uilloz01m,2009,CHA,AL,1,162,79,83,3,N
pi ni e l o 0 1m ,2009,CHN,NL,1,161,83,78,2,N
bakerdu01m,2009,CIN,NL,1,162,78,84,4,N
wedgeer01m,2009,CLE,AL,1,162,65,97,4,N
hurdl c l01 m,2009,COL,NL,1,46,18,28,5,N
t ra c yji01 m ,2009,COL,NL,2,116,74,42,2,N
leylaji99m,2009,DET,AL,1,163,86,77,2,N
gonzafr99m,2009,FLO,NL,1,162,87,75,2,N
coopece01m,2009,HOU,NL,1,149,70,79,4,N
cl a r kda 0 5m,2009,HOU,NL,2,13,4,9,5,N
hillmtr99m,2009,KCA,AL,1,162,65,97,4,N
sc iosmi01m,2009,LAA,AL,1,162,97,65,1,N
torrejo01m,2009,LAN,NL,1,162,95,67,1,N
m ac hake 01 m ,2009,MIL,NL,1,162,80,82,3,N
gard e r o01m ,2009,MIN,AL,1,163,87,76,1,N
g i r a r j o01m,2009,NYA,AL,1,162,103,59,1,N
manueje01m,2009,NYN,NL,1,162,70,92,4,N
ge re nbo0 1m ,2009,OAK,AL,1,162,75,87,4,N
manuec h 0 1m ,2009,PHI,NL,1,162,93,69,1,N
ru ssejo 02m,2009,PIT,NL,1,161,62,99,6,N
blackbu02m,2009,SDN,NL,1,162,75,87,4,N
wakam d o0 1m,2009,SEA,AL,1,162,85,77,3,N
bochybr01m,2009,SFN,NL,1,162,88,74,3,N
larusto01m,2009,SLN,NL,1,162,91,71,1,N
m a d dojo 99m ,2009,TBA,AL,1,162,84,78,3,N
wa s h ir o 01m ,2009,TEX,AL,1,162,87,75,2,N
gast oci 0 1m ,2009,TOR,AL,1,162,75,87,4,N
actama99m,2009,WAS,NL,1,87,26,61,5,N
r i g gl ji 99 m,2009,WAS,NL,2,75,33,42,5,N
h in c ha j 01m ,2010,ARI,NL,1,79,31,48,5,N
gibsoki01m,2010,ARI,NL,2,83,34,49,5,N
coxbo01m,2010,ATL,NL,1,162,91,71,2,N
trembda99m,2010,BAL,AL,1,54,15,39,5,N
samueju01m,2010,BAL,AL,2,51,17,34,5,N
sho w abu99m,2010,BAL,AL,3,57,34,23,5,N
f r a ncte01m,2010,BOS,AL,1,162,89,73,3,N
g uill oz01 m ,2010,CHA,AL,1,162,88,74,2,N
pinielo01m,2010,CHN,NL,1,125,51,74,5,N
quademi99m,2010,CHN,NL,2,37,24,13,5,N
bakerdu0 1m,2010,CIN,NL,1,162,91,71,1,N
a ct a m a99m,2010,CLE,AL,1,162,69,93,4,N
tracyji01m,2010,COL,NL,1,162,83,79,3,N
leylaji99m,2010,DET,AL,1,162,81,81,3,N
gonzafr99m,2010,FLO,NL,1,70,34,36,4,N
rodried02m,2010,FLO,NL,2,92,46,46,3,N
m illsbr 01m,2010,HOU,NL,1,162,76,86,4,N
hillmtr99m,2010,KCA,AL,1,35,12,23,5,N
yo s t ne01m ,2010,KCA,AL,2,127,55,72,5,N
sciosmi01m,2010,LAA,AL,1,162,80,82,3,N
torre jo 0 1 m,2010,LAN,NL,1,162,80,82,4,N
machake01m,2010,MIL,NL,1,162,77,85,3,N
g a rd ero 0 1 m,2010,MIN,AL,1,162,94,68,1,N
girarj o 01m,2010,NYA,AL,1,162,95,67,2,N
manueje01m,2010,NYN,NL,1,162,79,83,4,N
gerenbo01m,2010,OAK,AL,1,162,81,81,2,N
ma n uec h 0 1 m ,2010,PHI,NL,1,162,97,65,1,N
russejo02m,2010,PIT,NL,1,162,57,105,6,N
b l ackbu 0 2m,2010,SDN,NL,1,162,90,72,2,N
wakamdo01m,2010,SEA,AL,1,112,42,70,4,N
brow n da 99m,2010,SEA,AL,2,50,19,31,4,N
bochybr01m,2010,SFN,NL,1,162,92,70,1,N
la ru s to0 1 m ,2010,SLN,NL,1,162,86,76,2,N
maddojo99m,2010,TBA,AL,1,162,96,66,1,N
washiro01m,2010,TEX,AL,1,162,90,72,1,N
gas t o ci 01m ,2010,TOR,AL,1,162,85,77,4,N
r igg lji 99m ,2010,WAS,NL,1,162,69,93,5,N
gibso k i01 m,2011,ARI,NL,1,162,94,68,1,N
gonzafr99m,2011,ATL,NL,1,162,89,73,2,N
showabu99m,2011,BAL,AL,1,162,69,93,5,N
francte01m,2011,BOS,AL,1,162,90,72,3,N
qu ademi99m,2011,CHN,NL,1,162,71,91,5,N
gu il l oz 01 m,2011,CHA,AL,1,160,78,82,3,N
coo p e do 01m,2011,CHA,AL,2,2,1,1,3,N
bakerdu01m,2011,CIN,NL,1,162,79,83,3,N
actama99m,2011,CLE,AL,1,162,80,82,2,N
tracyji01m,2011,COL,NL,1,162,73,89,4,N
leylaji99m,2011,DET,AL,1,162,95,67,1,N
rodried02m,2011,FLO,NL,1,71,32,39,5,N
hydeb r 99 m,2011,FLO,NL,2,1,0,1,5,N
m c keo j a 99m ,2011,FLO,NL,3,90,40,50,5,N
m il lsbr 01 m,2011,HOU,NL,1,162,56,106,6,N
yostne01m,2011,KCA,AL,1,162,71,91,4,N
scio s mi01m,2011,LAA,AL,1,162,86,76,2,N
mat tido 0 1 m,2011,LAN,NL,1,161,82,79,3,N
roe niro01m,2011,MIL,NL,1,162,96,66,1,N
gardero01m,2011,MIN,AL,1,162,63,99,5,N
collite9 9m ,2011,NYN,NL,1,162,77,85,4,N
girarjo01m,2011,NYA,AL,1,162,97,65,1,N
g e renbo01m,2011,OAK,AL,1,63,27,36,4,N
melvi bo 0 1m,2011,OAK,AL,2,99,47,52,4,N
m anuech 0 1m,2011,PHI,NL,1,162,102,60,1,N
hur dl cl01 m,2011,PIT,NL,1,162,72,90,4,N
bl ackbu 0 2m ,2011,SDN,NL,1,162,71,91,5,N
wedgeer01m,2011,SEA,AL,1,162,67,95,5,N
bochybr 0 1 m ,2011,SFN,NL,1,162,86,76,2,N
larusto01m,2011,SLN,NL,1,162,90,72,2,N
maddojo99m,2011,TBA,AL,1,162,91,71,2,N
wash i ro 01 m ,2011,TEX,AL,1,162,96,66,1,N
farrejo03m,2011,TOR,AL,1,162,81,81,4,N
ri g g l ji 99 m,2011,WAS,NL,1,75,38,37,3,N
mclarjo99m,2011,WAS,NL,2,3,2,1,3,N
joh n sd a02m ,2011,WAS,NL,3,83,40,43,3,N
