managerID,yearID,teamID,lgID,inseason,G,W,L,rank,plyrMgr
schmegu99m,1895,WSN,NL,1,133,43,85,10,N
h a n lo ne01 m,1896,BLN,NL,1,132,90,39,1,N
foutzda01m,1896,BRO,NL,1,133,58,73,10,Y
seleefr99m,1896,BSN,NL,1,132,74,57,4,N
ansonca01m,1896,CHN,NL,1,132,71,57,5,Y
ewingbu01m,1896,CIN,NL,1,128,77,50,3,Y
tebeapa01m,1896,CL4,NL,1,135,80,48,2,Y
mc c loj o9 9m,1896,LS3,NL,1,19,2,17,12,N
mcgunbi01m,1896,LS3,NL,2,115,36,76,12,N
irwinar01m,1896,NY1,NL,1,90,36,53,7,N
j o yce bi 01m,1896,NY1,NL,2,43,28,14,7,Y
nashbi01m,1896,PHI,NL,1,130,62,68,8,Y
mackco01m,1896,PIT,NL,1,131,66,63,6,Y
d i d d lha 99 m,1896,SLN,NL,1,17,7,10,11,N
l at haar0 1 m,1896,SLN,NL,2,3,0,3,11,Y
vondech99m,1896,SLN,NL,3,2,0,2,11,N
connoro01m,1896,SLN,NL,4,46,8,37,11,Y
dowdto01m,1896,SLN,NL,5,63,25,38,11,Y
schmegu99m,1896,WSN,NL,1,133,58,73,9,N
hanlone01m,1897,BLN,NL,1,136,90,40,2,N
barnibi01m,1897,BRO,NL,1,136,61,71,7,N
sel ee f r9 9 m,1897,BSN,NL,1,135,93,39,1,N
anso n c a 0 1m ,1897,CHN,NL,1,138,59,73,9,Y
ew i ng b u 01m ,1897,CIN,NL,1,134,76,56,4,Y
tebeapa01m,1897,CL4,NL,1,132,69,62,5,Y
ro ge rj i 01m ,1897,LS3,NL,1,44,17,24,11,Y
clark fr01m,1897,LS3,NL,2,92,35,54,11,Y
joycebi01m,1897,NY1,NL,1,138,83,48,3,Y
st allg e01 m ,1897,PHI,NL,1,134,55,77,10,Y
d o n o vpa01 m,1897,PIT,NL,1,135,60,71,8,Y
dowd to 0 1m,1897,SLN,NL,1,29,6,22,12,Y
n i c o l hu 0 1 m ,1897,SLN,NL,2,40,8,32,12,N
h a llmb i01m ,1897,SLN,NL,3,50,13,36,12,Y
v o ndech99m ,1897,SLN,NL,4,14,2,12,12,N
schm eg u9 9 m,1897,WSN,NL,1,36,9,25,6,N
b r ow nto 01m ,1897,WSN,NL,2,99,52,46,6,Y
h a nlone 01m ,1898,BLN,NL,1,154,96,53,2,N
barnibi01m,1898,BRO,NL,1,35,15,20,10,N
gr i ffm i 01 m ,1898,BRO,NL,2,4,1,3,10,Y
ebbetch99m,1898,BRO,NL,3,110,38,68,10,N
seleefr99m,1898,BSN,NL,1,152,102,47,1,N
bur n st o01m,1898,CHN,NL,1,152,85,65,4,N
ewingbu01m,1898,CIN,NL,1,157,92,60,3,N
tebeapa01m,1898,CL4,NL,1,156,81,68,5,Y
cla r k f r01m,1898,LS3,NL,1,154,70,81,9,Y
joycebi01m,1898,NY1,NL,1,43,22,21,7,Y
ansonca01m,1898,NY1,NL,2,22,9,13,7,N
j o y cebi0 1 m,1898,NY1,NL,3,92,46,39,7,Y
stallge01m,1898,PHI,NL,1,46,19,27,6,Y
shettbi99m,1898,PHI,NL,2,104,59,44,6,N
w atk ibi0 1m,1898,PIT,NL,1,151,72,76,8,N
hurstti99m,1898,SLN,NL,1,154,39,111,12,N
brow n to 0 1m,1898,WSN,NL,1,38,12,26,11,Y
doy leja 0 1 m,1898,WSN,NL,2,17,8,9,11,Y
mcguide 01m,1898,WSN,NL,3,70,21,47,11,Y
irw i n ar 01m,1898,WSN,NL,4,30,10,19,11,N
mcgrajo01m,1899,BLN,NL,1,152,86,62,4,Y
hanl o ne01 m,1899,BRO,NL,1,150,101,47,1,N
seleefr99m,1899,BSN,NL,1,153,95,57,2,N
burnsto01m,1899,CHN,NL,1,152,75,73,8,N
ew i ngb u01m ,1899,CIN,NL,1,157,83,67,6,N
c ros sl a01m,1899,CL4,NL,1,38,8,30,12,Y
q uinn j o 02m ,1899,CL4,NL,2,116,12,104,12,Y
c l a rk fr 01m,1899,LS3,NL,1,156,75,77,9,Y
dayjo99m,1899,NY1,NL,1,66,29,35,10,N
hoeyfr99m,1899,NY1,NL,2,87,31,55,10,N
s h ettb i 99 m,1899,PHI,NL,1,154,94,58,3,N
w a tkib i0 1m,1899,PIT,NL,1,24,7,15,7,N
donovpa01m,1899,PIT,NL,2,131,69,58,7,Y
t e bea p a01m ,1899,SLN,NL,1,155,84,67,5,Y
irwinar01m,1899,WSN,NL,1,155,54,98,11,N
h an lone 01m,1900,BRO,NL,1,142,82,54,1,N
seleefr 99m,1900,BSN,NL,1,142,66,72,4,N
loftuto01m,1900,CHN,NL,1,146,65,75,6,N
allenbo01m,1900,CIN,NL,1,144,62,77,7,Y
ewingbu01m,1900,NY1,NL,1,63,21,41,8,N
davisge01m,1900,NY1,NL,2,78,39,37,8,Y
shettbi99m,1900,PHI,NL,1,141,75,63,3,N
clarkfr01m,1900,PIT,NL,1,140,79,60,2,Y
t e beapa 01m,1900,SLN,NL,1,92,42,50,5,Y
heilblo99m,1900,SLN,NL,2,50,23,25,5,N
mcgrajo01m,1901,BLA,AL,1,135,68,65,5,Y
c oll ij i0 1 m ,1901,BOS,AL,1,138,79,57,2,Y
han lo ne0 1 m ,1901,BRO,NL,1,137,79,57,3,N
s el ee f r99 m,1901,BSN,NL,1,140,69,69,5,N
griffcl01m,1901,CHA,AL,1,137,83,53,1,Y
loft u to01m,1901,CHN,NL,1,140,53,86,6,N
mcphebi01m,1901,CIN,NL,1,142,52,87,8,N
m c aleji01 m ,1901,CLE,AL,1,138,54,82,7,Y
stallge01m,1901,DET,AL,1,136,74,61,3,N
duffyhu01m ,1901,MLA,AL,1,139,48,89,8,Y
d a vi sge01m,1901,NY1,NL,1,141,52,85,7,Y
ma c k co01m,1901,PHA,AL,1,137,74,62,4,N
shettbi99m,1901,PHI,NL,1,140,83,57,2,N
clarkfr01m,1901,PIT,NL,1,140,90,49,1,Y
donov pa01m,1901,SLN,NL,1,142,76,64,4,Y
mann i ji 01 m ,1901,WS1,AL,1,138,61,73,6,N
mcgrajo01m,1902,BLA,AL,1,58,26,31,8,Y
robinwi01m,1902,BLA,AL,2,83,24,57,8,Y
colliji01m,1902,BOS,AL,1,138,77,60,3,Y
hanlone01m,1902,BRO,NL,1,141,75,63,2,N
b u c kea l99m,1902,BSN,NL,1,142,73,64,3,N
griffcl01m,1902,CHA,AL,1,138,74,60,4,Y
seleefr99m,1902,CHN,NL,1,143,68,69,5,N
mcphebi 01m,1902,CIN,NL,1,65,27,37,4,N
b ancrf r9 9 m,1902,CIN,NL,2,16,9,7,4,N
ke ll ejo01m,1902,CIN,NL,3,60,34,26,4,Y
armou bi9 9m,1902,CLE,AL,1,137,69,67,5,N
dwyerfr01m,1902,DET,AL,1,137,52,83,7,N
fo g e l h o9 9 m ,1902,NY1,NL,1,44,18,23,8,N
smithhe01m,1902,NY1,NL,2,32,5,27,8,Y
m c gra jo 0 1m,1902,NY1,NL,3,65,25,38,8,Y
mack co01m ,1902,PHA,AL,1,137,83,53,1,N
shettbi99m,1902,PHI,NL,1,138,56,81,7,N
clarkfr01m,1902,PIT,NL,1,142,103,36,1,Y
mcal ej i 01m,1902,SLA,AL,1,140,78,58,2,Y
donovpa01m,1902,SLN,NL,1,140,56,78,6,Y
loftuto01m,1902,WS1,AL,1,138,61,75,6,N
colliji01m,1903,BOS,AL,1,141,91,47,1,Y
ha nlone01m ,1903,BRO,NL,1,139,70,66,5,N
buck ea l99m ,1903,BSN,NL,1,140,58,80,6,N
ca l l an i 0 1m ,1903,CHA,AL,1,138,60,77,7,Y
selee f r99 m,1903,CHN,NL,1,139,82,56,3,N
k el l e j o 0 1m,1903,CIN,NL,1,141,74,65,4,Y
armoubi99m,1903,CLE,AL,1,140,77,63,3,N
barroed99m,1903,DET,AL,1,137,65,71,5,N
mcgrajo01m,1903,NY1,NL,1,142,84,55,2,Y
griffcl01m,1903,NYA,AL,1,136,72,62,4,Y
mackco01m,1903,PHA,AL,1,137,75,60,2,N
zi mm e ch01 m,1903,PHI,NL,1,139,49,86,7,Y
clarkfr01m,1903,PIT,NL,1,141,91,49,1,Y
mcale j i0 1m,1903,SLA,AL,1,139,65,74,6,N
donovpa01m,1903,SLN,NL,1,139,43,94,8,Y
lof t u t o 01m,1903,WS1,AL,1,140,43,94,8,N
colliji01m,1904,BOS,AL,1,157,95,59,1,Y
hanlone01m,1904,BRO,NL,1,154,56,97,6,N
buckeal 9 9m ,1904,BSN,NL,1,155,55,98,7,N
callani01m,1904,CHA,AL,1,42,23,18,3,Y
jonesfi01m,1904,CHA,AL,2,114,66,47,3,Y
seleefr99m,1904,CHN,NL,1,156,93,60,2,N
kellejo01m,1904,CIN,NL,1,157,88,65,3,Y
armoubi99m,1904,CLE,AL,1,154,86,65,4,N
barroed 9 9 m,1904,DET,AL,1,84,32,46,7,N
lowebo01m,1904,DET,AL,2,78,30,44,7,Y
mcg rajo 0 1m,1904,NY1,NL,1,158,106,47,1,Y
g r i f fcl01m ,1904,NYA,AL,1,155,92,59,2,Y
mackco01m,1904,PHA,AL,1,155,81,70,5,N
duffy h u0 1 m,1904,PHI,NL,1,155,52,100,8,Y
clarkfr01m,1904,PIT,NL,1,156,87,66,4,Y
mc a l eji0 1 m ,1904,SLA,AL,1,156,65,87,6,N
nic hoki 0 1 m ,1904,SLN,NL,1,155,75,79,5,Y
kittrma01m,1904,WS1,AL,1,18,1,16,8,Y
do no vpa 01m,1904,WS1,AL,2,139,37,97,8,Y
colliji01m,1905,BOS,AL,1,153,78,74,4,Y
han lo n e01m ,1905,BRO,NL,1,155,48,104,8,N
tennefr02m,1905,BSN,NL,1,156,51,103,7,Y
jonesfi01m,1905,CHA,AL,1,158,92,60,2,Y
seleefr99m,1905,CHN,NL,1,65,37,28,3,N
chancfr01m,1905,CHN,NL,2,90,55,33,3,Y
kellejo01m,1905,CIN,NL,1,155,79,74,5,Y
lajoin a 0 1 m,1905,CLE,AL,1,58,37,21,5,Y
b ra dlbi 01m,1905,CLE,AL,2,41,20,21,5,Y
lajoina01m,1905,CLE,AL,3,56,19,36,5,Y
armoubi99m,1905,DET,AL,1,154,79,74,3,N
mcgrajo01m,1905,NY1,NL,1,155,105,48,1,Y
griffcl01m,1905,NYA,AL,1,152,71,78,6,Y
ma ck c o0 1m,1905,PHA,AL,1,152,92,56,1,N
duffyhu01m,1905,PHI,NL,1,155,83,69,4,Y
cla r k fr0 1m,1905,PIT,NL,1,155,96,57,2,Y
mcaleji01m,1905,SLA,AL,1,156,54,99,8,N
nichoki01m,1905,SLN,NL,1,14,5,9,6,Y
burkeji01m,1905,SLN,NL,2,90,34,56,6,Y
robis st99m ,1905,SLN,NL,3,50,19,31,6,N
stahlja01m,1905,WS1,AL,1,154,64,87,7,Y
c oll ij i0 1 m,1906,BOS,AL,1,115,35,79,8,Y
sta hlc h0 1m ,1906,BOS,AL,2,40,14,26,8,Y
donovpa01m,1906,BRO,NL,1,153,66,86,5,Y
te nnef r 0 2m,1906,BSN,NL,1,152,49,102,8,Y
j on e sf i0 1 m,1906,CHA,AL,1,154,93,58,1,Y
c h anc f r 0 1 m ,1906,CHN,NL,1,155,116,36,1,Y
hanlone01m,1906,CIN,NL,1,155,64,87,6,N
lajoina01 m ,1906,CLE,AL,1,157,89,64,3,Y
armoubi99m,1906,DET,AL,1,151,71,78,6,N
mcgrajo01m,1906,NY1,NL,1,153,96,56,2,Y
gri ffc l01m,1906,NYA,AL,1,155,90,61,2,Y
mackc o 0 1 m ,1906,PHA,AL,1,149,78,67,4,N
d uffy hu0 1 m,1906,PHI,NL,1,154,71,82,4,Y
clarkfr01m,1906,PIT,NL,1,154,93,60,3,Y
m caleji01 m ,1906,SLA,AL,1,154,76,73,5,N
mcclojo99m,1906,SLN,NL,1,154,52,98,7,N
st ahlj a01 m ,1906,WS1,AL,1,151,55,95,7,Y
youngcy01m,1907,BOS,AL,1,6,3,3,7,Y
h uf fg e99 m ,1907,BOS,AL,2,8,2,6,7,N
unglabo01m,1907,BOS,AL,3,29,9,20,7,Y
mcguide01m,1907,BOS,AL,4,112,45,61,7,Y
donovpa 01m ,1907,BRO,NL,1,153,65,83,5,Y
tennefr02m,1907,BSN,NL,1,152,58,90,7,Y
jon es f i0 1m,1907,CHA,AL,1,157,87,64,3,Y
chancfr01m,1907,CHN,NL,1,155,107,45,1,Y
hanlo ne01m,1907,CIN,NL,1,156,66,87,6,N
lajoina01m,1907,CLE,AL,1,158,85,67,4,Y
jennihu01m,1907,DET,AL,1,153,92,58,1,Y
mcgrajo01m,1907,NY1,NL,1,155,82,71,4,N
g riffcl 0 1m,1907,NYA,AL,1,152,70,78,5,Y
m ackco 01m,1907,PHA,AL,1,150,88,57,2,N
murrabi99m,1907,PHI,NL,1,149,83,64,3,N
cla rk f r01m,1907,PIT,NL,1,157,91,63,2,Y
m cale j i 01m,1907,SLA,AL,1,155,69,83,6,Y
m cc lojo 9 9m ,1907,SLN,NL,1,155,52,101,8,N
cantijo99m,1907,WS1,AL,1,154,49,102,8,N
mcguide01m,1908,BOS,AL,1,115,53,62,5,Y
lakef r 0 1 m,1908,BOS,AL,2,40,22,17,5,N
do n ovp a 0 1m,1908,BRO,NL,1,154,53,101,7,N
kel l e jo01m,1908,BSN,NL,1,156,63,91,6,Y
jonesfi01m,1908,CHA,AL,1,156,88,64,3,Y
chanc fr 0 1 m,1908,CHN,NL,1,158,99,55,1,Y
ganzejo01m,1908,CIN,NL,1,155,73,81,5,Y
lajoina01m,1908,CLE,AL,1,157,90,64,2,Y
jen nih u 01m ,1908,DET,AL,1,154,90,63,1,N
mcgr ajo01 m,1908,NY1,NL,1,157,98,56,3,N
g ri f f cl 01m ,1908,NYA,AL,1,57,24,32,8,N
elberki01m,1908,NYA,AL,2,98,27,71,8,Y
mackco01m,1908,PHA,AL,1,157,68,85,6,N
murrabi99m,1908,PHI,NL,1,155,83,71,4,N
c la r k f r 0 1 m,1908,PIT,NL,1,155,98,56,2,Y
mcaleji01m,1908,SLA,AL,1,155,83,69,4,N
mcc l ojo99m,1908,SLN,NL,1,154,49,105,8,N
cantijo99m,1908,WS1,AL,1,155,67,85,7,N
lake f r01 m,1909,BOS,AL,1,152,88,63,3,N
lumleha01m,1909,BRO,NL,1,155,55,98,6,Y
b o w erfr01m,1909,BSN,NL,1,76,22,54,8,Y
smithha03m,1909,BSN,NL,2,79,23,54,8,Y
sullibi03m,1909,CHA,AL,1,159,78,74,4,Y
chancfr01m,1909,CHN,NL,1,155,104,49,2,Y
gr i ffc l 0 1 m,1909,CIN,NL,1,157,77,76,4,Y
l ajo i n a 01 m,1909,CLE,AL,1,114,57,57,6,Y
m c guide0 1 m,1909,CLE,AL,2,41,14,25,6,N
j e nnih u0 1m,1909,DET,AL,1,158,98,54,1,Y
m c grajo 01 m,1909,NY1,NL,1,158,92,61,3,N
stallge01m,1909,NYA,AL,1,153,74,77,5,N
mack c o01m ,1909,PHA,AL,1,153,95,58,2,N
murrabi99m,1909,PHI,NL,1,154,74,79,5,N
cl ar kf r 01m ,1909,PIT,NL,1,154,110,42,1,Y
m c al e ji01m,1909,SLA,AL,1,154,61,89,7,N
bre sn r o 01 m,1909,SLN,NL,1,154,54,98,7,Y
cantijo99m,1909,WS1,AL,1,156,42,110,8,N
dono v p a 0 1m,1910,BOS,AL,1,158,81,72,4,N
dahlebi01m,1910,BRO,NL,1,156,64,90,6,Y
lakefr01m,1910,BSN,NL,1,157,53,100,8,Y
duffyhu01m,1910,CHA,AL,1,156,68,85,6,N
ch a n cf r 01 m ,1910,CHN,NL,1,154,104,50,1,Y
gri ffc l0 1 m,1910,CIN,NL,1,156,75,79,5,Y
mcguide01m,1910,CLE,AL,1,161,71,81,5,Y
je nnihu01m,1910,DET,AL,1,155,86,68,3,N
mcgrajo01m,1910,NY1,NL,1,155,91,63,2,N
stallge01m,1910,NYA,AL,1,142,78,59,2,N
chase ha01m,1910,NYA,AL,2,14,10,4,2,Y
mack co01 m,1910,PHA,AL,1,155,102,48,1,N
dooinre01m,1910,PHI,NL,1,157,78,75,4,Y
c l ar kf r0 1m ,1910,PIT,NL,1,154,86,67,3,Y
o c on nja0 1m,1910,SLA,AL,1,158,47,107,8,Y
b re s n r o 01 m,1910,SLN,NL,1,153,63,90,7,Y
mcaleji01m,1910,WS1,AL,1,157,66,85,7,N
donovpa01m,1911,BOS,AL,1,153,78,75,5,N
dahlebi01m,1911,BRO,NL,1,154,64,86,7,Y
t en ne f r 0 2m,1911,BSN,NL,1,156,44,107,8,Y
d u ff y hu 0 1 m ,1911,CHA,AL,1,154,77,74,4,N
ch an cf r01m,1911,CHN,NL,1,158,92,62,2,Y
gr if fcl 01 m ,1911,CIN,NL,1,159,70,83,6,N
mc g u ide0 1m ,1911,CLE,AL,1,17,6,11,3,N
s t o vag e 01m ,1911,CLE,AL,2,139,74,62,3,Y
je n n ih u01m ,1911,DET,AL,1,154,89,65,2,N
mcgrajo01m,1911,NY1,NL,1,154,99,54,1,N
c ha se ha 0 1m,1911,NYA,AL,1,153,76,76,6,Y
mackco01m,1911,PHA,AL,1,152,101,50,1,N
dooinre01m,1911,PHI,NL,1,153,79,73,4,Y
clarkfr01m,1911,PIT,NL,1,156,85,69,3,Y
wallabo01m,1911,SLA,AL,1,152,45,107,8,Y
bresnro01m,1911,SLN,NL,1,158,75,74,5,Y
mcaleji01m,1911,WS1,AL,1,154,64,90,7,N
stah lja 0 1 m,1912,BOS,AL,1,154,105,47,1,Y
d ahleb i 01m,1912,BRO,NL,1,153,58,95,7,N
klingjo01m,1912,BSN,NL,1,155,52,101,8,Y
callani01m,1912,CHA,AL,1,158,78,76,4,Y
chancfr01m,1912,CHN,NL,1,153,91,59,3,Y
odayha01m,1912,CIN,NL,1,155,75,78,4,N
dav isha 01m,1912,CLE,AL,1,127,54,71,5,Y
birmijo01m,1912,CLE,AL,2,28,21,7,5,Y
j enn ih u01m ,1912,DET,AL,1,154,69,84,6,Y
mcgrajo01m,1912,NY1,NL,1,154,103,48,1,N
wolveha01m,1912,NYA,AL,1,153,50,102,8,Y
mackco01m,1912,PHA,AL,1,153,90,62,3,N
do oi n r e01 m,1912,PHI,NL,1,152,73,79,5,Y
clarkfr01m,1912,PIT,NL,1,153,93,58,2,N
w allabo 01m,1912,SLA,AL,1,40,12,27,7,Y
st ov age01m,1912,SLA,AL,2,117,41,74,7,Y
bresnro01m,1912,SLN,NL,1,153,63,90,6,Y
gr i ffcl 01 m,1912,WS1,AL,1,154,91,61,2,Y
stahlja01m,1913,BOS,AL,1,81,39,41,4,Y
carri b i 02 m,1913,BOS,AL,2,70,40,30,4,Y
dahlebi01m,1913,BRO,NL,1,152,65,84,6,N
stallge01m,1913,BSN,NL,1,154,69,82,5,N
callani01m,1913,CHA,AL,1,153,78,74,5,Y
eversjo01m,1913,CHN,NL,1,155,88,65,3,Y
tin k ej o01m ,1913,CIN,NL,1,156,64,89,7,Y
birmijo01m,1913,CLE,AL,1,155,86,66,3,Y
jennihu01m,1913,DET,AL,1,153,66,87,6,N
mcgr a j o01m ,1913,NY1,NL,1,156,101,51,1,N
c hanc fr 01m,1913,NYA,AL,1,153,57,94,7,Y
mackco01m,1913,PHA,AL,1,153,96,57,1,N
dooinre 01m,1913,PHI,NL,1,159,88,63,2,Y
clarkfr01m,1913,PIT,NL,1,155,78,71,4,Y
stovage01m,1913,SLA,AL,1,135,50,84,8,Y
austiji01m,1913,SLA,AL,2,8,2,6,8,Y
rickebr01m,1913,SLA,AL,3,12,5,6,8,N
hu gg im i 0 1m ,1913,SLN,NL,1,153,51,99,8,Y
gri ff cl0 1m ,1913,WS1,AL,1,155,90,64,2,Y
kn ab e ot01 m ,1914,BLF,FL,1,160,84,70,3,Y
carribi02m,1914,BOS,AL,1,159,91,62,2,Y
bra d l b i 0 1 m ,1914,BRF,FL,1,157,77,77,5,Y
robinwi01m,1914,BRO,NL,1,154,75,79,5,N
st allge 0 1m,1914,BSN,NL,1,158,94,59,1,N
schlala01m,1914,BUF,FL,1,156,80,71,4,Y
callani01m,1914,CHA,AL,1,157,70,84,7,N
ti n k ejo 01m,1914,CHF,FL,1,158,87,67,2,Y
o dayha01m,1914,CHN,NL,1,156,78,76,4,N
herzobu01m,1914,CIN,NL,1,157,60,94,8,Y
birmijo01m,1914,CLE,AL,1,157,51,102,8,Y
jennihu01m,1914,DET,AL,1,157,80,73,4,N
phillbi02m,1914,IND,FL,1,157,88,65,1,N
st o va g e01m ,1914,KCF,FL,1,154,67,84,6,Y
mcgrajo01m,1914,NY1,NL,1,156,84,70,2,N
chan c fr 0 1m ,1914,NYA,AL,1,137,60,74,6,Y
peckiro01m,1914,NYA,AL,2,20,10,10,6,Y
mackco01m,1914,PHA,AL,1,158,99,53,1,N
do o inre0 1m,1914,PHI,NL,1,154,74,80,6,Y
clarkfr01m ,1914,PIT,NL,1,158,69,85,7,Y
gessldo01m,1914,PTF,FL,1,11,3,8,7,N
o a ke s r e 01m,1914,PTF,FL,2,143,61,78,7,Y
rickebr01m,1914,SLA,AL,1,159,71,82,5,Y
brownmo01m,1914,SLF,FL,1,114,50,63,8,Y
jonesfi01m,1914,SLF,FL,2,40,12,26,8,Y
h ug gim i 01 m,1914,SLN,NL,1,157,81,72,3,Y
gri ffcl 01 m,1914,WS1,AL,1,158,81,73,3,Y
kn a b eot0 1m ,1915,BLF,FL,1,155,47,107,8,Y
carribi02m,1915,BOS,AL,1,155,101,50,1,Y
mageele01m,1915,BRF,FL,1,118,53,64,7,Y
g an zej o 0 1 m ,1915,BRF,FL,2,35,17,18,7,N
robinwi01m,1915,BRO,NL,1,154,80,72,3,N
s tall ge01 m,1915,BSN,NL,1,157,83,69,2,N
schlala01m,1915,BUF,FL,1,41,13,28,6,N
bla irw a 0 1 m ,1915,BUF,FL,2,2,1,1,6,Y
lor d ha 0 1 m,1915,BUF,FL,3,110,60,49,6,Y
row l apa 99 m,1915,CHA,AL,1,156,93,61,3,N
tink ejo01m,1915,CHF,FL,1,156,86,66,1,Y
br e sn ro0 1m,1915,CHN,NL,1,157,73,80,4,Y
herzobu01m,1915,CIN,NL,1,160,71,83,7,Y
birmijo01m,1915,CLE,AL,1,28,12,16,7,N
fo hll e 01m,1915,CLE,AL,2,127,45,79,7,N
j enn i hu0 1m,1915,DET,AL,1,156,100,54,2,N
s t o vag e01 m ,1915,KCF,FL,1,153,81,72,4,Y
phi llbi 02 m ,1915,NEW,FL,1,53,26,27,5,N
mckecbi01m,1915,NEW,FL,2,102,54,45,5,Y
mcgrajo01m,1915,NY1,NL,1,155,69,83,8,N
d o n ov bi01 m,1915,NYA,AL,1,154,69,83,5,Y
mackco01m,1915,PHA,AL,1,154,43,109,8,N
moranpa01m,1915,PHI,NL,1,153,90,62,1,N
clark fr01 m,1915,PIT,NL,1,157,73,81,5,Y
oakesre01m,1915,PTF,FL,1,156,86,67,3,Y
r i ckebr0 1 m ,1915,SLA,AL,1,159,63,91,6,N
jonesfi01m,1915,SLF,FL,1,159,87,67,2,Y
huggimi01m,1915,SLN,NL,1,157,72,81,6,Y
griff c l01m,1915,WS1,AL,1,155,85,68,4,N
carribi02m,1916,BOS,AL,1,156,91,63,1,Y
robinwi01m,1916,BRO,NL,1,156,94,60,1,N
sta ll ge01m,1916,BSN,NL,1,158,89,63,3,N
rowlapa99m,1916,CHA,AL,1,155,89,65,2,N
t in k e jo 01 m ,1916,CHN,NL,1,156,67,86,5,Y
her z o bu01m,1916,CIN,NL,1,84,34,49,7,Y
wingoiv01m,1916,CIN,NL,2,2,1,1,7,Y
m ath e c h 01m,1916,CIN,NL,3,69,25,43,7,Y
foh lle 0 1m,1916,CLE,AL,1,157,77,77,6,N
jennihu01m,1916,DET,AL,1,155,87,67,3,N
mcgrajo01m,1916,NY1,NL,1,155,86,66,4,N
donovbi01m,1916,NYA,AL,1,156,80,74,4,Y
mackco01m,1916,PHA,AL,1,154,36,117,8,N
moranpa01m,1916,PHI,NL,1,154,91,62,2,N
callani01m,1916,PIT,NL,1,157,65,89,6,N
j o n e sf i0 1m ,1916,SLA,AL,1,158,79,75,5,N
huggi m i01 m ,1916,SLN,NL,1,153,60,93,7,Y
griffcl01m,1916,WS1,AL,1,159,76,77,7,N
barryja01m,1917,BOS,AL,1,157,90,62,2,Y
robinwi01m,1917,BRO,NL,1,156,70,81,7,N
stallge01m,1917,BSN,NL,1,158,72,81,6,N
r o wlapa9 9m,1917,CHA,AL,1,156,100,54,1,N
mitchfr01m,1917,CHN,NL,1,157,74,80,5,N
mat h ech 01m ,1917,CIN,NL,1,157,78,76,4,N
f oh ll e01m,1917,CLE,AL,1,156,88,66,3,N
jen n ihu0 1m,1917,DET,AL,1,155,78,75,4,N
mcgrajo01m,1917,NY1,NL,1,158,98,56,1,N
donovbi01m,1917,NYA,AL,1,155,71,82,6,N
mackco01m,1917,PHA,AL,1,154,55,98,8,N
moranpa01m,1917,PHI,NL,1,155,87,65,2,N
callani01m,1917,PIT,NL,1,61,20,40,8,N
wagneho01m,1917,PIT,NL,2,5,1,4,8,Y
b ez de hu99 m,1917,PIT,NL,3,91,30,59,8,N
jonesfi01m,1917,SLA,AL,1,155,57,97,7,N
huggimi01m,1917,SLN,NL,1,154,82,70,3,N
griffcl01m,1917,WS1,AL,1,158,74,79,5,N
barroed99m,1918,BOS,AL,1,126,75,51,1,N
r o bi nwi 01m,1918,BRO,NL,1,127,57,69,5,N
s ta llge 01m,1918,BSN,NL,1,124,53,71,7,N
rowl ap a 99m,1918,CHA,AL,1,124,57,67,6,N
mi t chf r 0 1m ,1918,CHN,NL,1,131,84,45,1,N
mathech01m,1918,CIN,NL,1,120,61,57,3,N
grohhe01m,1918,CIN,NL,2,10,7,3,3,Y
fohlle01m,1918,CLE,AL,1,129,73,54,2,N
jenni hu 01 m,1918,DET,AL,1,128,55,71,7,Y
mcgrajo01m,1918,NY1,NL,1,124,71,53,2,N
hug gi mi01 m ,1918,NYA,AL,1,126,60,63,4,N
mackco01m,1918,PHA,AL,1,130,52,76,8,N
moranpa01m,1918,PHI,NL,1,125,55,68,6,N
be zde hu99m ,1918,PIT,NL,1,126,65,60,4,N
jonesfi01m,1918,SLA,AL,1,46,22,24,5,N
aust iji 0 1 m,1918,SLA,AL,2,16,7,9,5,Y
burkeji01m,1918,SLA,AL,3,61,29,31,5,N
he nd rj a0 1m,1918,SLN,NL,1,133,51,78,8,N
griff cl 01m,1918,WS1,AL,1,130,72,56,3,N
barroed99m,1919,BOS,AL,1,138,66,71,6,N
robinwi01m,1919,BRO,NL,1,141,69,71,5,N
stallge01m,1919,BSN,NL,1,140,57,82,6,N
gleaski01m,1919,CHA,AL,1,140,88,52,1,N
mitchfr01m,1919,CHN,NL,1,140,75,65,3,N
moranpa01m,1919,CIN,NL,1,140,96,44,1,N
fohlle01m,1919,CLE,AL,1,78,44,34,2,N
speaktr01m,1919,CLE,AL,2,61,40,21,2,Y
j ennih u 01m ,1919,DET,AL,1,140,80,60,4,N
mcgrajo01m,1919,NY1,NL,1,140,87,53,2,N
huggimi01m,1919,NYA,AL,1,141,80,59,3,N
mac k co01m,1919,PHA,AL,1,140,36,104,8,N
coombja01m,1919,PHI,NL,1,63,18,44,8,N
cr avag a0 1 m ,1919,PHI,NL,2,75,29,46,8,Y
bezdehu99m,1919,PIT,NL,1,139,71,68,4,N
burkeji01m,1919,SLA,AL,1,140,67,72,5,N
ri c ke br01m,1919,SLN,NL,1,138,54,83,7,N
griffcl01m,1919,WS1,AL,1,142,56,84,7,N
bar roed9 9 m ,1920,BOS,AL,1,154,72,81,5,N
robinwi01m,1920,BRO,NL,1,155,93,61,1,N
stallge01m,1920,BSN,NL,1,153,62,90,7,N
